N	DE	P.DE	FDR
SEMENZA_HIF1_TARGETS	36	0	1	1
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN	52	0	1	1
WANG_CISPLATIN_RESPONSE_AND_XPC_UP	181	0	1	1
VARELA_ZMPSTE24_TARGETS_UP	43	0	1	1
YIH_RESPONSE_TO_ARSENITE_C3	31	0	1	1
SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER	45	0	1	1
CHENG_RESPONSE_TO_NICKEL_ACETATE	42	0	1	1
TSENG_ADIPOGENIC_POTENTIAL_DN	46	0	1	1
DAZARD_UV_RESPONSE_CLUSTER_G6	142	0	1	1
XU_GH1_AUTOCRINE_TARGETS_DN	131	0	1	1
SESTO_RESPONSE_TO_UV_C7	70	0	1	1
KAAB_FAILED_HEART_VENTRICLE_DN	44	0	1	1
JIANG_HYPOXIA_CANCER	57	0	1	1
ZAMORA_NOS2_TARGETS_DN	79	0	1	1
YIH_RESPONSE_TO_ARSENITE_C1	22	0	1	1
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_DN	157	0	1	1
BURTON_ADIPOGENESIS_PEAK_AT_8HR	39	0	1	1
SIMBULAN_PARP1_TARGETS_DN	17	0	1	1
SAFFORD_T_LYMPHOCYTE_ANERGY	87	1	0.0254217083006248	1
WU_HBX_TARGETS_2_UP	23	0	1	1
SESTO_RESPONSE_TO_UV_C5	46	0	1	1
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	18	0	1	1
LY_AGING_MIDDLE_DN	16	0	1	1
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_UP	25	0	1	1
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1	412	0	1	1
WENG_POR_TARGETS_LIVER_UP	42	0	1	1
HU_GENOTOXIC_DAMAGE_4HR	35	0	1	1
MCDOWELL_ACUTE_LUNG_INJURY_DN	46	0	1	1
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP	21	0	1	1
MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_6	47	0	1	1
GENTILE_UV_LOW_DOSE_DN	62	0	1	1
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_DN	16	0	1	1
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_UP	19	0	1	1
GENTILE_UV_RESPONSE_CLUSTER_D8	37	0	1	1
BROWNE_HCMV_INFECTION_24HR_UP	143	0	1	1
WANG_SMARCE1_TARGETS_UP	287	0	1	1
SESTO_RESPONSE_TO_UV_C3	22	0	1	1
HAN_JNK_SINGALING_DN	38	0	1	1
KRASNOSELSKAYA_ILF3_TARGETS_DN	46	0	1	1
GENTILE_RESPONSE_CLUSTER_D3	53	0	1	1
JI_RESPONSE_TO_FSH_UP	68	0	1	1
LEE_CALORIE_RESTRICTION_MUSCLE_DN	44	0	1	1
ABE_VEGFA_TARGETS_30MIN	29	0	1	1
BROWNE_HCMV_INFECTION_6HR_DN	162	0	1	1
LEE_AGING_MUSCLE_UP	37	0	1	1
CARDOSO_RESPONSE_TO_GAMMA_RADIATION_AND_3AB	14	0	1	1
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_DN	9	0	1	1
SASSON_FSH_RESPONSE	9	0	1	1
CHEN_ETV5_TARGETS_TESTIS	24	0	1	1
ZHU_CMV_8_HR_UP	41	0	1	1
WELCSH_BRCA1_TARGETS_DN	140	0	1	1
DASU_IL6_SIGNALING_SCAR_DN	16	0	1	1
JIANG_AGING_CEREBRAL_CORTEX_DN	49	0	1	1
MARTINEZ_RESPONSE_TO_TRABECTEDIN_DN	269	0	1	1
BURTON_ADIPOGENESIS_9	82	0	1	1
URS_ADIPOCYTE_DIFFERENTIATION_DN	30	0	1	1
VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_DN	14	0	1	1
BROWNE_HCMV_INFECTION_12HR_DN	98	0	1	1
MAHAJAN_RESPONSE_TO_IL1A_UP	78	0	1	1
JIANG_AGING_HYPOTHALAMUS_UP	48	0	1	1
KYNG_RESPONSE_TO_H2O2	69	0	1	1
DAZARD_UV_RESPONSE_CLUSTER_G2	30	0	1	1
VERRECCHIA_RESPONSE_TO_TGFB1_C3	14	0	1	1
WESTON_VEGFA_TARGETS_3HR	68	0	1	1
TSENG_ADIPOGENIC_POTENTIAL_UP	30	0	1	1
JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_UP	31	0	1	1
MCLACHLAN_DENTAL_CARIES_UP	240	0	1	1
GERHOLD_ADIPOGENESIS_UP	47	0	1	1
WENG_POR_TARGETS_LIVER_DN	22	0	1	1
SU_PLACENTA	27	0	1	1
BURTON_ADIPOGENESIS_6	186	0	1	1
SUZUKI_RESPONSE_TO_TSA	18	0	1	1
BURTON_ADIPOGENESIS_PEAK_AT_16HR	40	0	1	1
MARCHINI_TRABECTEDIN_RESISTANCE_DN	46	0	1	1
BILD_MYC_ONCOGENIC_SIGNATURE	202	0	1	1
BILD_E2F3_ONCOGENIC_SIGNATURE	238	0	1	1
BILD_HRAS_ONCOGENIC_SIGNATURE	246	0	1	1
BILD_SRC_ONCOGENIC_SIGNATURE	57	0	1	1
BILD_CTNNB1_ONCOGENIC_SIGNATURE	74	0	1	1
DOUGLAS_BMI1_TARGETS_UP	553	0	1	1
DOUGLAS_BMI1_TARGETS_DN	310	0	1	1
KRIGE_AMINO_ACID_DEPRIVATION	29	0	1	1
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP	895	1	0.24357044610047	1
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_DN	905	0	1	1
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP	731	1	0.202453093282447	1
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_DN	999	0	1	1
GHO_ATF5_TARGETS_UP	13	0	1	1
GHO_ATF5_TARGETS_DN	16	0	1	1
DURCHDEWALD_SKIN_CARCINOGENESIS_UP	92	0	1	1
DURCHDEWALD_SKIN_CARCINOGENESIS_DN	262	0	1	1
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	15	0	1	1
LI_CYTIDINE_ANALOG_PATHWAY	17	0	1	1
KIM_LRRC3B_TARGETS	30	0	1	1
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE	76	0	1	1
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM	68	0	1	1
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST	131	0	1	1
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	20	0	1	1
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN	35	0	1	1
MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP	400	1	0.117716344813584	1
MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN	378	0	1	1
MCCOLLUM_GELDANAMYCIN_RESISTANCE_UP	10	0	1	1
MCCOLLUM_GELDANAMYCIN_RESISTANCE_DN	7	0	1	1
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1	514	0	1	1
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2	439	0	1	1
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3	697	1	0.195413946462737	1
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4	292	0	1	1
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5	471	0	1	1
MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_UP	10	0	1	1
MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_DN	9	0	1	1
SINGH_NFE2L2_TARGETS	14	0	1	1
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP	64	0	1	1
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_DN	49	0	1	1
LOPES_METHYLATED_IN_COLON_CANCER_UP	28	0	1	1
LOPES_METHYLATED_IN_COLON_CANCER_DN	27	0	1	1
HARRIS_BRAIN_CANCER_PROGENITORS	43	0	1	1
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_UP	21	0	1	1
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_DN	18	0	1	1
BAFNA_MUC4_TARGETS_UP	4	0	1	1
HOWLIN_CITED1_TARGETS_1_UP	35	0	1	1
HOWLIN_CITED1_TARGETS_1_DN	37	0	1	1
HOWLIN_CITED1_TARGETS_2_UP	18	0	1	1
HOWLIN_CITED1_TARGETS_2_DN	16	0	1	1
HILLION_HMGA1_TARGETS	90	0	1	1
HILLION_HMGA1B_TARGETS	91	0	1	1
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP	75	0	1	1
LEIN_NEURON_MARKERS	67	0	1	1
LEIN_ASTROCYTE_MARKERS	43	0	1	1
LEIN_OLIGODENDROCYTE_MARKERS	75	0	1	1
LEIN_CHOROID_PLEXUS_MARKERS	103	0	1	1
LEIN_MIDBRAIN_MARKERS	81	0	1	1
LEIN_PONS_MARKERS	91	0	1	1
LEIN_MEDULLA_MARKERS	85	0	1	1
LEIN_CEREBELLUM_MARKERS	83	1	0.0251597539205624	1
LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES	17	0	1	1
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	37	0	1	1
GAVIN_FOXP3_TARGETS_CLUSTER_T4	95	0	1	1
GAVIN_FOXP3_TARGETS_CLUSTER_T7	97	0	1	1
GAVIN_FOXP3_TARGETS_CLUSTER_P2	74	0	1	1
GAVIN_FOXP3_TARGETS_CLUSTER_P3	158	0	1	1
GAVIN_FOXP3_TARGETS_CLUSTER_P4	101	0	1	1
GAVIN_FOXP3_TARGETS_CLUSTER_P6	90	0	1	1
GAVIN_FOXP3_TARGETS_CLUSTER_P7	90	0	1	1
GAVIN_PDE3B_TARGETS	22	0	1	1
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_UP	19	0	1	1
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_DN	5	0	1	1
ZHENG_BOUND_BY_FOXP3	484	0	1	1
MARSON_BOUND_BY_FOXP3_STIMULATED	922	0	1	1
MARSON_BOUND_BY_FOXP3_UNSTIMULATED	1116	0	1	1
MARSON_BOUND_BY_E2F4_UNSTIMULATED	632	0	1	1
MARSON_FOXP3_TARGETS_STIMULATED_UP	30	0	1	1
MARSON_FOXP3_TARGETS_STIMULATED_DN	10	0	1	1
MARSON_FOXP3_CORE_DIRECT_TARGETS	18	0	1	1
ZHENG_FOXP3_TARGETS_IN_THYMUS_UP	193	0	1	1
ZHENG_FOXP3_TARGETS_IN_THYMUS_DN	12	0	1	1
ZHENG_FOXP3_TARGETS_IN_T_LYMPHOCYTE_UP	12	0	1	1
ZHENG_FOXP3_TARGETS_IN_T_LYMPHOCYTE_DN	39	0	1	1
ZHENG_FOXP3_TARGETS_UP	26	0	1	1
ZHENG_FOXP3_TARGETS_DN	7	0	1	1
SANSOM_APC_TARGETS	201	0	1	1
SANSOM_APC_MYC_TARGETS	235	0	1	1
SANSOM_APC_TARGETS_REQUIRE_MYC	220	0	1	1
SANSOM_WNT_PATHWAY_REQUIRE_MYC	62	0	1	1
YEGNASUBRAMANIAN_PROSTATE_CANCER	130	0	1	1
RIGGINS_TAMOXIFEN_RESISTANCE_UP	67	0	1	1
RIGGINS_TAMOXIFEN_RESISTANCE_DN	219	1	0.0652106656002794	1
NIKOLSKY_OVERCONNECTED_IN_BREAST_CANCER	21	0	1	1
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP	30	0	1	1
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN	41	0	1	1
STEIN_ESRRA_TARGETS_UP	379	0	1	1
STEIN_ESRRA_TARGETS_DN	102	0	1	1
WANG_LSD1_TARGETS_UP	23	0	1	1
WANG_LSD1_TARGETS_DN	37	0	1	1
FOSTER_TOLERANT_MACROPHAGE_UP	161	0	1	1
FOSTER_TOLERANT_MACROPHAGE_DN	410	0	1	1
TESAR_ALK_TARGETS_EPISC_3D_UP	7	0	1	1
TESAR_ALK_TARGETS_EPISC_4D_UP	6	0	1	1
TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_UP	5	0	1	1
TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_DN	5	0	1	1
TESAR_JAK_TARGETS_MOUSE_ES_D3_DN	8	0	1	1
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN	17	0	1	1
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP	12	0	1	1
GAZIN_EPIGENETIC_SILENCING_BY_KRAS	24	0	1	1
JEPSEN_SMRT_TARGETS	32	0	1	1
KYNG_DNA_DAMAGE_BY_4NQO	33	0	1	1
KYNG_DNA_DAMAGE_BY_GAMMA_RADIATION	77	0	1	1
KYNG_DNA_DAMAGE_BY_UV	56	0	1	1
KYNG_DNA_DAMAGE_BY_4NQO_OR_GAMMA_RADIATION	15	0	1	1
KYNG_DNA_DAMAGE_BY_4NQO_OR_UV	60	0	1	1
KYNG_DNA_DAMAGE_BY_GAMMA_AND_UV_RADIATION	80	0	1	1
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_4NQO_IN_OLD	12	0	1	1
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_4NQO_IN_WS	37	0	1	1
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_OLD	29	0	1	1
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_WS	31	0	1	1
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_UV_IN_OLD	23	0	1	1
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_UV_IN_WS	12	0	1	1
KYNG_DNA_DAMAGE_DN	181	0	1	1
KYNG_DNA_DAMAGE_UP	207	0	1	1
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_UP	53	0	1	1
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_DN	17	0	1	1
KONDO_PROSTATE_CANCER_HCP_WITH_H3K27ME3	94	0	1	1
KONDO_PROSTATE_CANCER_WITH_H3K27ME3	192	0	1	1
KONDO_COLON_CANCER_HCP_WITH_H3K27ME1	25	0	1	1
KONDO_COLON_CANCER_HCP_WITH_H3K27ME3	4	0	1	1
KONDO_EZH2_TARGETS	225	0	1	1
ZHANG_GATA6_TARGETS_UP	14	0	1	1
ZHANG_GATA6_TARGETS_DN	64	0	1	1
MCGOWAN_RSP6_TARGETS_UP	19	0	1	1
MCGOWAN_RSP6_TARGETS_DN	5	0	1	1
KANG_CISPLATIN_RESISTANCE_UP	21	0	1	1
KANG_CISPLATIN_RESISTANCE_DN	8	0	1	1
STEARMAN_TUMOR_FIELD_EFFECT_UP	37	0	1	1
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_UP	126	0	1	1
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN	61	0	1	1
HELLER_SILENCED_BY_METHYLATION_UP	275	0	1	1
HELLER_SILENCED_BY_METHYLATION_DN	106	0	1	1
HELLER_HDAC_TARGETS_UP	309	0	1	1
HELLER_HDAC_TARGETS_DN	288	0	1	1
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP	446	0	1	1
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_DN	275	0	1	1
CLAUS_PGR_POSITIVE_MENINGIOMA_UP	10	0	1	1
CLAUS_PGR_POSITIVE_MENINGIOMA_DN	12	0	1	1
WONG_MITOCHONDRIA_GENE_MODULE	217	0	1	1
WONG_PROTEASOME_GENE_MODULE	49	0	1	1
COATES_MACROPHAGE_M1_VS_M2_UP	85	0	1	1
COATES_MACROPHAGE_M1_VS_M2_DN	81	0	1	1
LEE_METASTASIS_AND_RNA_PROCESSING_UP	16	0	1	1
LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_UP	73	0	1	1
LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_DN	45	0	1	1
LIN_MELANOMA_COPY_NUMBER_UP	71	0	1	1
LIN_MELANOMA_COPY_NUMBER_DN	41	0	1	1
MARTINEZ_RB1_TARGETS_UP	677	0	1	1
MARTINEZ_RB1_TARGETS_DN	550	0	1	1
MARTINEZ_TP53_TARGETS_UP	610	0	1	1
MARTINEZ_TP53_TARGETS_DN	596	0	1	1
MARTINEZ_RB1_AND_TP53_TARGETS_UP	608	0	1	1
MARTINEZ_RB1_AND_TP53_TARGETS_DN	593	0	1	1
FINETTI_BREAST_CANCER_KINOME_RED	16	0	1	1
FINETTI_BREAST_CANCER_KINOME_GREEN	16	0	1	1
FINETTI_BREAST_CANCERS_KINOME_BLUE	21	0	1	1
FINETTI_BREAST_CANCERS_KINOME_GRAY	15	0	1	1
MASSARWEH_TAMOXIFEN_RESISTANCE_UP	561	0	1	1
MASSARWEH_TAMOXIFEN_RESISTANCE_DN	239	0	1	1
MASSARWEH_RESPONSE_TO_ESTRADIOL	61	0	1	1
WALLACE_PROSTATE_CANCER_UP	19	0	1	1
WALLACE_PROSTATE_CANCER_DN	6	0	1	1
WALLACE_PROSTATE_CANCER_RACE_UP	286	0	1	1
WALLACE_PROSTATE_CANCER_RACE_DN	84	0	1	1
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	180	0	1	1
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN	154	0	1	1
OUILLETTE_CLL_13Q14_DELETION_UP	73	0	1	1
OUILLETTE_CLL_13Q14_DELETION_DN	53	0	1	1
YOKOE_CANCER_TESTIS_ANTIGENS	33	0	1	1
MARZEC_IL2_SIGNALING_UP	113	0	1	1
MARZEC_IL2_SIGNALING_DN	36	0	1	1
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP	189	0	1	1
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN	350	0	1	1
IWANAGA_CARCINOGENESIS_BY_KRAS_UP	171	0	1	1
IWANAGA_CARCINOGENESIS_BY_KRAS_DN	121	0	1	1
DER_IFN_ALPHA_RESPONSE_DN	4	0	1	1
CAMPS_COLON_CANCER_COPY_NUMBER_UP	88	0	1	1
CAMPS_COLON_CANCER_COPY_NUMBER_DN	67	0	1	1
RIZKI_TUMOR_INVASIVENESS_3D_UP	209	0	1	1
RIZKI_TUMOR_INVASIVENESS_3D_DN	259	1	0.0724345076685805	1
RIZKI_TUMOR_INVASIVENESS_2D_UP	69	0	1	1
RIZKI_TUMOR_INVASIVENESS_2D_DN	62	0	1	1
FUJII_YBX1_TARGETS_UP	42	0	1	1
FUJII_YBX1_TARGETS_DN	194	0	1	1
OSADA_ASCL1_TARGETS_UP	46	0	1	1
OSADA_ASCL1_TARGETS_DN	24	0	1	1
CHENG_IMPRINTED_BY_ESTRADIOL	108	0	1	1
DE_YY1_TARGETS_UP	19	0	1	1
DE_YY1_TARGETS_DN	93	0	1	1
MCCABE_BOUND_BY_HOXC6	442	0	1	1
POS_RESPONSE_TO_HISTAMINE_UP	12	0	1	1
POS_RESPONSE_TO_HISTAMINE_DN	11	0	1	1
POS_HISTAMINE_RESPONSE_NETWORK	32	0	1	1
DAIRKEE_CANCER_PRONE_RESPONSE_E2	28	0	1	1
DAIRKEE_CANCER_PRONE_RESPONSE_BPA	51	0	1	1
DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2	117	0	1	1
YAMASHITA_SILENCED_BY_METHYLATION	7	0	1	1
YAMASHITA_METHYLATED_IN_PROSTATE_CANCER	61	0	1	1
OUYANG_PROSTATE_CANCER_PROGRESSION_UP	19	0	1	1
OUYANG_PROSTATE_CANCER_PROGRESSION_DN	20	0	1	1
OUYANG_PROSTATE_CANCER_MARKERS	20	0	1	1
RIGGI_EWING_SARCOMA_PROGENITOR_UP	421	0	1	1
RIGGI_EWING_SARCOMA_PROGENITOR_DN	184	0	1	1
GAUTSCHI_SRC_SIGNALING	8	0	1	1
VICENT_METASTASIS_UP	14	0	1	1
AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53	107	0	1	1
HANN_RESISTANCE_TO_BCL2_INHIBITOR_UP	36	0	1	1
HANN_RESISTANCE_TO_BCL2_INHIBITOR_DN	47	0	1	1
ENGELMANN_CANCER_PROGENITORS_UP	48	0	1	1
ENGELMANN_CANCER_PROGENITORS_DN	69	0	1	1
WORSCHECH_TUMOR_REJECTION_UP	59	0	1	1
WORSCHECH_TUMOR_REJECTION_DN	10	0	1	1
HUANG_FOXA2_TARGETS_UP	47	0	1	1
HUANG_FOXA2_TARGETS_DN	38	0	0.999999999999999	1
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_UP	20	0	1	1
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_DN	20	0	1	1
MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_UP	24	0	1	1
MCCABE_HOXC6_TARGETS_UP	10	0	1	1
MCCABE_HOXC6_TARGETS_DN	21	0	1	1
TING_SILENCED_BY_DICER	30	0	1	1
BOYERINAS_ONCOFETAL_TARGETS_OF_LET7A1	12	0	1	1
MCCABE_HOXC6_TARGETS_CANCER_UP	30	0	1	1
MCCABE_HOXC6_TARGETS_CANCER_DN	20	0	1	1
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP	65	0	1	1
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN	57	0	1	1
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP	170	0	1	1
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN	348	0	1	1
ACEVEDO_LIVER_CANCER_UP	967	0	1	1
ACEVEDO_LIVER_CANCER_DN	529	0	1	1
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP	855	0	1	1
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN	269	0	1	1
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP	277	0	1	1
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN	202	0	1	1
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP	126	0	1	1
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN	115	0	1	1
ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN	806	2	0.0149987459922115	1
MITSIADES_RESPONSE_TO_APLIDIN_UP	440	0	1	1
MITSIADES_RESPONSE_TO_APLIDIN_DN	247	0	1	1
HOQUE_METHYLATED_IN_CANCER	56	0	1	1
NADELLA_PRKAR1A_TARGETS_UP	9	0	1	1
NADELLA_PRKAR1A_TARGETS_DN	7	0	1	1
SAGIV_CD24_TARGETS_UP	22	0	1	1
SAGIV_CD24_TARGETS_DN	45	0	1	1
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_UP	39	0	1	1
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN	80	0	1	1
SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	98	0	1	1
SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN	300	0	1	1
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_UP	22	0	1	1
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN	38	0	1	1
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_UP	6	0	1	1
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_DN	10	0	1	1
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_UP	5	0	1	1
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN	27	0	1	1
SMID_BREAST_CANCER_LUMINAL_B_UP	166	0	1	1
SMID_BREAST_CANCER_LUMINAL_B_DN	549	0	1	1
SMID_BREAST_CANCER_LUMINAL_A_UP	85	0	1	1
SMID_BREAST_CANCER_LUMINAL_A_DN	18	0	1	1
SMID_BREAST_CANCER_ERBB2_UP	139	0	1	1
SMID_BREAST_CANCER_ERBB2_DN	5	0	1	1
SMID_BREAST_CANCER_NORMAL_LIKE_UP	459	0	1	1
SMID_BREAST_CANCER_NORMAL_LIKE_DN	6	0	1	1
SMID_BREAST_CANCER_BASAL_UP	635	0	1	1
SMID_BREAST_CANCER_BASAL_DN	691	0	1	1
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_UP	9	0	1	1
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN	10	0	1	1
ITO_PTTG1_TARGETS_UP	12	0	1	1
ITO_PTTG1_TARGETS_DN	9	0	1	1
LE_SKI_TARGETS_UP	17	0	1	1
LE_SKI_TARGETS_DN	6	0	1	1
BONOME_OVARIAN_CANCER_POOR_SURVIVAL_UP	31	0	1	1
BONOME_OVARIAN_CANCER_POOR_SURVIVAL_DN	21	0	1	1
BONOME_OVARIAN_CANCER_SURVIVAL_OPTIMAL_DEBULKING	231	0	1	1
BONOME_OVARIAN_CANCER_SURVIVAL_SUBOPTIMAL_DEBULKING	497	0	1	1
GALI_TP53_TARGETS_APOPTOTIC_UP	8	0	1	1
GALI_TP53_TARGETS_APOPTOTIC_DN	6	0	1	1
MOSERLE_IFNA_RESPONSE	31	0	1	1
MCGARVEY_SILENCED_BY_METHYLATION_IN_COLON_CANCER	42	0	1	1
WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_UP	20	0	1	1
WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_DN	5	0	1	1
WEBER_METHYLATED_HCP_IN_FIBROBLAST_UP	6	0	1	1
WEBER_METHYLATED_HCP_IN_FIBROBLAST_DN	42	0	1	1
WEBER_METHYLATED_HCP_IN_SPERM_DN	28	0	1	1
WEBER_METHYLATED_HCP_IN_SPERM_UP	20	0	1	1
BASSO_HAIRY_CELL_LEUKEMIA_UP	78	0	1	1
BASSO_HAIRY_CELL_LEUKEMIA_DN	5	0	1	1
TOYOTA_TARGETS_OF_MIR34B_AND_MIR34C	442	0	1	1
IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_UP	127	0	1	1
IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN	106	0	1	1
ZHANG_BREAST_CANCER_PROGENITORS_UP	430	0	1	1
ZHANG_BREAST_CANCER_PROGENITORS_DN	137	0	1	1
MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN	24	0	1	1
BERNARD_PPAPDC1B_TARGETS_UP	37	0	1	1
BERNARD_PPAPDC1B_TARGETS_DN	56	0	1	1
GAURNIER_PSMD4_TARGETS	70	0	1	1
EHLERS_ANEUPLOIDY_UP	40	0	1	1
EHLERS_ANEUPLOIDY_DN	12	0	1	1
ZHENG_GLIOBLASTOMA_PLASTICITY_UP	247	0	1	1
ZHENG_GLIOBLASTOMA_PLASTICITY_DN	59	0	1	1
BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP	20	0	1	1
BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_DN	22	0	1	1
JONES_TCOF1_TARGETS	5	0	1	1
AUJLA_IL22_AND_IL17A_SIGNALING	11	0	1	1
ZHENG_IL22_SIGNALING_UP	59	0	1	1
ZHENG_IL22_SIGNALING_DN	38	0	1	1
BOCHKIS_FOXA2_TARGETS	426	1	0.108312489476845	1
HONMA_DOCETAXEL_RESISTANCE	35	0	1	1
WILENSKY_RESPONSE_TO_DARAPLADIB	28	0	1	1
MATZUK_OVULATION	15	0	1	1
MATZUK_CUMULUS_EXPANSION	9	0	1	1
MATZUK_FERTILIZATION	8	0	1	1
MATZUK_MATERNAL_EFFECT	9	0	1	1
MATZUK_IMPLANTATION_AND_UTERINE	22	0	1	1
MATZUK_POSTIMPLANTATION_AND_POSTPARTUM	14	0	1	1
